Calculated Name	ID Prefix	SRP ID	Syriaca.org URI's	Existing VIAF matched & edited	Not found in Syriac VIAF	New Extended Viaf Record Created	VIAF Record Exists?	Extended VIAF URL	Is a work?	Anonymous?	Shares attribution with	Part of pseudonymous author	Extended VIAF ID	Entry Notes/Comments	Follow-up	Log	Disambiguation	Disambiguation URLs	For Post-Publication Review	Record Description	Questions about Comprehensive VIAF URL matching	Not found in Comprehensive VIAF	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	Name split needs checking	Name split checked	GEDSH en-Start Pg	GEDSH en-Raw	GEDSH en-Entry Num	GEDSH en-Full	GEDSH en-Given	GEDSH en-Family	GEDSH en-Titles	Not an author or work	No Barsoum entry	Double Checked that there is no corresponding entry in Barsoum	Date Needs Checking	GEDSH en-DOB	GEDSH en-DOB Standard	GEDSH en-DOB Not Before	GEDSH en-DOB Not After	GEDSH en-DOD	GEDSH en-DOD Standard	GEDSH en-DOD Not Before	GEDSH en-DOD Not After	GEDSH en-Floruit	GEDSH en-Floruit Standard	GEDSH en-Floruit Not Before	GEDSH en-Floruit Not After	GEDSH en-Reign	GEDSH en-Reign Begin	GEDSH en-Reign Begin Standard	GEDSH en-Reign Begin Not Before	GEDSH en-Reign Begin Not After	GEDSH en-Reign End	GEDSH en-Reign End Standard	GEDSH en-Reign End Not Before	GEDSH en-Reign End Not After	GEDSH en-Name Place	GEDSH en-Name Place URI	GEDSH en-Birth Place URI	GEDSH en-Death Place URI	GEDSH en-Other Place URI	Retroversion of Syriac name from GEDSH	GEDSH Entry Entered	Barsoum en-Entry Num	Barsoum en-Page Num	Barsoum en-Raw	Barsoum en-Full	Barsoum en-Given	Barsoum en-Family	Barsoum en-Titles	Barsoum ar-Page Num	Barsoum ar-Full	Barsoum ar-Given	Barsoum ar-Family	Barsoum ar-Titles	Barsoum Ar Entered	Barsoum ar-Notes	Barsoum Birthplace	Barsoum en-DOD	Barsoum en-DOD Standard	Barsoum en-DOD Not Before	Barsoum en-DOD Not After	Barsoum en-Floruit	Barsoum en-Floruit Standard	Barsoum en-Floruit Not Before	Barsoum en-Floruit Not After	Barsoum en-Century	Barsoum en Name Place	Barsoum en Name Place URI	Barsoum en Birthplace URI	Barsoum en Death Place URI	Barsoum en Other Place URI	Barsoum syr-Page Num	Barsoum syr-NV Full	Barsoum syr-NV Given	Barsoum syr-NV Family	Barsoum syr-NV Titles	Barsoum syr-V Full	Barsoum syr-V Given	Barsoum syr-V Family	Barsoum syr-V Titles	Necessary Corrections	Authorized syr-Source	Authorized syr-NV Full	Authorized syr-NV Given	Authorized syr-NV Family	Authorized syr-NV Titles	Authorized syr-Needs Review	Abdisho YdQ syr-NV Full	Abdisho YdQ syr-NV Given	Abdisho YdQ syr-NV Family	Abdisho YdQ syr-NV Titles	Abdisho YdQ syr-V Full	Abdisho YdQ syr-V Given	Abdisho YdQ syr-V Family	Abdisho YdQ syr-V Titles	Abdisho YdQ syr-Page Num	Abdisho BO syr-NV Full	Abdisho BO syr-NV Given	Abdisho BO syr-NV Family	Abdisho BO syr-NV Titles	Abdisho BO syr-V Full	Abdisho BO syr-V Given	Abdisho BO syr-V Family	Abdisho BO syr-V Titles	Abdisho BO syr-Page Num	Syriac Entered	GS en-Full	GS en-Given	GS en-Family	GS en-Titles	Other en-Full	Other en-Given	Other en-Family	Other en-Titles	Extended VIAF Updated	Extended VIAF needs correction	CBSC en-Full	CBSC en-Link	VIAF-Dates Raw	VIAF-DOB	VIAF-DOB Standard	VIAF-DOD	VIAF-DOD Standard	Display Date	Original Sort Order	Merge Row Number
Gregory of Nazianzus	SRP	511	http://syriaca.org/person/511	NG			YES	http://viaf.org/hosted/syriac/29201					29201										http://viaf.org/viaf/108675755	http://worldcat.org/identities/lccn-n50-82276	http://viaf.org/viaf/249336660	http://viaf.org/viaf/236877762	http://viaf.org/viaf/195599811	http://viaf.org/viaf/193556148																		235. Gregory of Nazianzus	235	Gregory of Nazianzus	Gregory		of Nazianzus		JW	Mentioned on p.169 - TAC		330	0330			390	0390																										Gregory Nazianzen	Gregory		Nazianzen	147	غريغوريوس النزينزي	غريغوريوس		النزينزي	TAC																		ܓܪܝܓܘܪܝܘܣ ܕܢܐܙܝܢܙܘ	ܓܪܝܓܘܪܝܘܣ		ܕܢܐܙܝܢܙܘ	ܓܪܺܝܓܘܽܪܝܘܣ ܕܢܰܐܙܰܝܢܰܙܘ	ܓܪܺܝܓܘܽܪܝܘܣ		ܕܢܰܐܙܰܝܢܰܙܘ		Other	ܓܪܝܓܘܪܝܘܣ ܕܐܢܙܝܢܙܘ	ܓܪܝܓܘܪܝܘܣ		ܕܐܢܙܝܢܙܘ		ܓܪܝܓܘܪܝܘܣ ܪܒܐ ܐܦܣܩܘܦܐ ܕܐܢܙܝܢܙܘ	ܓܪܝܓܘܪܝܘܣ		ܪܒܐ ܐܦܣܩܘܦܐ ܕܐܢܙܝܢܙܘ	ܓܪܝܼܓܘܿܪܝܼܘܿܣ ܪܲܒܵܐ ܐܲܦܸܣܩܘܿܦܵܐ ܕܐܵܢܙܝܵܢܙܘܼ	ܓܪܝܼܓܘܿܪܝܼܘܿܣ		ܪܲܒܵܐ ܐܲܦܸܣܩܘܿܦܵܐ ܕܐܵܢܙܝܵܢܙܘܼ	65	ܓܪܝܓܘܪܝܘܣ ܪܒܐ ܐܦܣܩܘܦܐ ܕܐܢܙܝܢܙܘ	ܓܪܝܓܘܪܝܘܣ		ܪܒܐ ܐܦܣܩܘܦܐ ܕܐܢܙܝܢܙܘ	ܓܪܺܝܓܘܽܪܝܺܘܳܣ ܪܰܒܳܐ ܐܶܦܺܝܣܩܽܘܦܳܐ ܕܢܰܐܙܝܰܢܙܽܘ	ܓܪܺܝܓܘܽܪܝܺܘܳܣ		ܪܰܒܳܐ ܐܶܦܺܝܣܩܽܘܦܳܐ ܕܢܰܐܙܝܰܢܙܽܘ	23	TAC										Need to enter Arabic - TAC 9/17/2012	Gregory Nazianzen	http://www.csc.org.il/db/browse.aspx?db=SB&sL=G&sK=Gregory Nazianzen&sT=keywords	330.00.00-390.00.00		0330		0390	390	440	315
Gregory of Nyssa	SRP	512	http://syriaca.org/person/512	NG			YES	http://viaf.org/hosted/syriac/34025					34025										http://viaf.org/viaf/103646160	http://worldcat.org/identities/lccn-n79-21401	http://viaf.org/viaf/215883328	http://viaf.org/viaf/89796541	http://viaf.org/viaf/88725875																			236. Gregory of Nyssa	236	Gregory of Nyssa	Gregory		of Nyssa		JW	Mentioned on p.167, #15 - TAC		ca. 330	0330			ca. 395	0395																														145	غريغوريوس النوسي	غريغوريوس		النوسي	TAC																		ܓܪܝܓܘܪܝܘܣ ܕܢܘܣܐ	ܓܪܝܓܘܪܝܘܣ		ܕܢܘܣܐ	ܓܪܺܝܓܳܘܪܝܘܣ ܕܢܰܘܣܳܐ	ܓܪܺܝܓܳܘܪܝܘܣ		ܕܢܰܘܣܳܐ		Barsoum						ܓܪܝܓܘܪܝܘܣ ܕܢܘܣܐ	ܓܪܝܓܘܪܝܘܣ		ܕܢܘܣܐ	ܓܪܝܼܓܘܿܪܝܼܘܿܣ ܕܢܵܘܣܵܐ	ܓܪܝܼܓܘܿܪܝܼܘܿܣ		ܕܢܵܘܣܵܐ	65	ܓܪܝܓܘܪܝܘܣ ܕܢܘܣܐ	ܓܪܝܓܘܪܝܘܣ		ܕܢܘܣܐ	ܓܪܝܺܓܽܘܪܺܝܘܳܣ ܕܢܽܘܣܰܐ	ܓܪܝܺܓܽܘܪܺܝܘܳܣ		ܕܢܽܘܣܰܐ	21	TAC										Need to enter Arabic - TAC 9/17/2012	Gregory of Nyssa	http://www.csc.org.il/db/browse.aspx?db=SB&sL=G&sK=Gregory of Nyssa&sT=keywords	ca 330.00.00-ca 395.00.00		0330		0395	ca. 395	441	314
Gregory Thaumaturgus	SRP	513	http://syriaca.org/person/513		NG		NO	http://viaf.org/viaf/88726043						3 C							Expressions linked to his name. Add those URLs?		http://viaf.org/viaf/267215208	http://viaf.org/viaf/218153396																						237. Gregory Thaumaturgus	237	Gregory Thaumaturgus	Gregory		Thaumaturgus		JW	Mentioned on p.167, #8 - TAC										3rd cent.																											145	غريغوريوس العجائبي	غريغوريوس		العجائبي	TAC																		ܓܪܝܓܘܪܝܘܣ ܥܒܕ ܬܕܡܪ̈ܬܐ	ܓܪܝܓܘܪܝܘܣ		ܥܒܕ ܬܕܡܪ̈ܬܐ	ܓܪܺܝܓܳܘܪܝܳܘܣ ܥܳܒܶܕ ܬܶܕܡܪܳ̈ܬܐ	ܓܪܺܝܓܳܘܪܝܳܘܣ		ܥܳܒܶܕ ܬܶܕܡܪܳ̈ܬܐ		Barsoum																																		Need to enter Arabic - TAC 9/17/2012	Gregory Thaumaturgus	http://www.csc.org.il/db/browse.aspx?db=SB&sL=G&sK=Gregory Thaumaturgus&sT=keywords						3rd cent.	442	
Grigor I	SRP	514	http://syriaca.org/person/514		NG		NO															AV																								238. Grigor I	238	Grigor I	Grigor		I		JW	TAC						ca. 610	0610																																																																																											Gregory I	Gregory		I			Gregory I	http://www.csc.org.il/db/browse.aspx?db=SB&sL=G&sK=Gregory I&sT=keywords						ca. 610	443	
Grigorios of Cyprus	SRP	21	http://syriaca.org/person/21		NG		NO	http://viaf.org/viaf/121999478						6/7 C. Not sure if this is the same as Gregory the Persian martyr (d. 542, http://viaf.org/hosted/syriac/30696/)																																239. Grigorios of Cyprus	239	Grigorios of Cyprus	Grigorios		of Cyprus		JW											6th/7th cent.																																	Deleted erroneous Arabic name - TAC																230	ܓܪܝܓܘܪܝܘܣ ܝܚܝܕܝܐ ܕܩܘܦܪܘܣ	ܓܪܝܓܘܪܝܘܣ		ܝܚܝܕܝܐ ܕܩܘܦܪܘܣ	ܓܪܺܝܓܘܪܝܘܣ ܝܚܝܕܳܝܳܐ ܕܩܘܦܪܳܘܣ	ܓܪܺܝܓܘܪܝܘܣ		ܝܚܝܕܳܝܳܐ ܕܩܘܦܪܳܘܣ			ܓܪܝܓܘܪܝܘܣ ܕܩܘܦܪܘܣ	ܓܪܝܓܘܪܝܘܣ		ܕܩܘܦܪܘܣ		ܓܪܝܓܘܪܝܘܣ ܕܝܪܝܐ	ܓܪܝܓܘܪܝܘܣ		ܕܝܪܝܐ	ܓܪܝܼܓܘܿܪܝܼܘܿܣ ܕܲܝܪܵܝܵܐ	ܓܪܝܼܓܘܿܪܝܼܘܿܣ		ܕܲܝܪܵܝܵܐ	77	ܓܪܝܓܘܪܝܘܣ ܕܝܪܝܐ	ܓܪܝܓܘܪܝܘܣ		ܕܝܪܝܐ					191	TAC					Gregory of Cyprus	Gregory		of Cyprus		Delete Arabic from VIAF - TAC 9/15/2012	Gregory of Cyprus	http://www.csc.org.il/db/browse.aspx?db=SB&sL=G&sK=Gregory of Cyprus&sT=keywords						6th/7th cent.	22	
Grigorios Yawseph	SRP	281	http://syriaca.org/person/281		JW	JW	YES	http://viaf.org/hosted/syriac/38177					38177	Merged with SRP516																																240. Grigorios Yawseph	240	Grigorios Yawseph	Grigorios Yawseph											1537	1537																							273	511	Joseph al-Gurji, metropolitan of Jerusalem	Joseph al-Gurji, metropolitan of Jerusalem	Joseph	al-Gurji	Metropolitan of Jerusalem	458	يوسف الكرجي مطران اورشليم	يوسف	الكرجي	مطران اورشليم	JK			1537	1537													489	ܝܘܣܦ ܐܝܒܪܝܐ ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܘܪܫܠܡ	ܝܘܣܦ	ܐܝܒܪܝܐ	ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܘܪܫܠܡ	ܝܰܘܣܦ ܐܝܒܰܪܝܐ ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܽܘܪܶܫܠܡ	ܝܰܘܣܦ	ܐܝܒܰܪܝܐ	ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܽܘܪܶܫܠܡ	Sy Family should be in Title - TAC	Other	ܝܘܣܦ ܐܝܒܪܝܐ	ܝܘܣܦ		ܐܝܒܪܝܐ																																	00.00.00-1537.00.00				1537	1537	283	313
Guidi, Ignazio	SRP	517	http://syriaca.org/person/517	NG			YES	http://viaf.org/hosted/syriac/26149					26149	Name missing in Barsoum Syriac - TAC	check edition - CHKd								http://viaf.org/viaf/44324096	http://worldcat.org/identities/lccn-nr88-3329	http://viaf.org/viaf/96998424	http://viaf.org/viaf/189228648																				241. Guidi, Ignazio	241	Guidi, Ignazio	Ignazio	Guidi			JW	Mentioned on p.291, n.2 - TAC		1844	1844			1935	1935																														252	غويدي		غويدي		TAC																																																								Guidi, Ignatius	Ignatius	Guidi			Need to enter Arabic - TAC 9/17/2012			1844.07.31-1935.04.18		1844-07-31		1935-04-18	1935	444	312
Guillaumont, Antoine	SRP	518	http://syriaca.org/person/518	NG			YES	http://viaf.org/hosted/syriac/32997					32997										http://viaf.org/viaf/76781153	http://worldcat.org/identities/lccn-n82-243261	http://viaf.org/viaf/4930815	http://viaf.org/viaf/220577847																				242. Guillaumont, Antoine	242	Guillaumont, Antoine	Antoine	Guillaumont			JW	TAC		1915	1915			2000	2000																																																																																											Guillaumont, Antony	Antony	Guillaumont						1915.01.13-2000.08.25		1915-01-13		2000-08-25	2000	445	311
Habbi, Yusuf	SRP	519	http://syriaca.org/person/519	NG			YES	http://viaf.org/hosted/syriac/35691					35691										http://viaf.org/viaf/2694644	http://worldcat.org/identities/lccn-n79-27665	http://viaf.org/viaf/250719387	http://viaf.org/viaf/2694644	http://viaf.org/viaf/245544550	http://viaf.org/viaf/224374233	http://viaf.org/viaf/173424760																	243. Habbi, Yusuf	243	Habbi, Yusuf	Yusuf	Habbi			JW	TAC		12/23/1938	1938-12-23			2000	2000																																																																																											Habbi, Joseph	Joseph	Habbi						1938.12.23-2000.00.00		1938-12-23		2000	2000	446	310
Ḥanno, Sulayman	SRP	523	http://syriaca.org/person/523		NG		NO															AV																								247. Ḥanno, Sulayman	247	Ḥanno, Sulayman	Sulayman	Ḥanno			JW	TAC		1918	1918			200?	0200																																																																																											Ḥanno, Solomon	Solomon	Ḥanno											200?	448	
Harris, James Rendel	SRP	527	http://syriaca.org/person/527	NG			YES	http://viaf.org/hosted/syriac/32171					32171										http://viaf.org/viaf/34585917	http://worldcat.org/identities/lccn-n87-897976	http://viaf.org/viaf/200166052	http://viaf.org/viaf/85997743	http://viaf.org/viaf/214669753	http://viaf.org/viaf/209763429																		251. Harris, James Rendel	251	Harris, James Rendel	Harris	James Rendel			JW	Mentioned on p.51 - TAC		1852	1852			1941	1941																														50	رندل هاريس	رندل	هاريس		TAC																		ܪܢܕܠ ܗܐܪܝܣ	ܪܢܕܠ	ܗܐܪܝܣ		ܪܢܕܠ ܗܰܐܪܝܣ	ܪܢܕܠ	ܗܰܐܪܝܣ			Barsoum																																		Need to enter Arabic - TAC 9/17/2012			1852.01.27-1941.03.01		1852-01-27		1941-03-01	1941	450	308
Hatch, William Henry Paine	SRP	528	http://syriaca.org/person/528		NG		NO	http://viaf.org/viaf/40109978															http://viaf.org/viaf/207645208																							252. Hatch, William Henry Paine	252	Hatch, William Henry Paine	William Henry Paine	Hatch			JW	TAC		1875	1875			1972	1972																																																																																																								1972	451	
Ḥazqiel I	SRP	529	http://syriaca.org/person/529		NG		NO															AV																								253. Ḥazqiel I	253	Ḥazqiel I	Ḥazqiel		I		JW	TAC						580/581		0580	0581			580	581																																																								Abdisho						ܚܙܩܝܐܝܠ	ܚܙܩܝܐܝܠ			ܚܲܙܩܝܼܐܹܝܠ	ܚܲܙܩܝܼܐܹܝܠ			82	ܚܙܩܝܐܝܠ	ܚܙܩܝܐܝܠ							279	TAC					Ezekiel I	Ezekiel		I										580/581	452	
Ḥenana	SRP	530	http://syriaca.org/person/530		NG		NO	http://viaf.org/viaf/59228136																																			NG	TAC		254. Ḥenana	254	Ḥenana	Ḥenana				JW	TAC						ca. 610	0610																																																														Abdisho						ܚܢܢܐ ܚܕܝܒܝܐ	ܚܢܢܐ		ܚܕܝܒܝܐ	ܚܢܵܢܵܐ ܚܕܲܝܵܒܵܝܵܐ	ܚܢܵܢܵܐ		ܚܕܲܝܵܒܵܝܵܐ	71	ܚܢܢܐ ܚܕܝܒܝܐ	ܚܢܢܐ		ܚܕܝܒܝܐ					81	TAC											Henana of Adiabene	http://www.csc.org.il/db/browse.aspx?db=SB&sL=H&sK=Henana of Adiabene&sT=keywords						ca. 610	453	
Ḥenanishoʿ bar Seroshway	SRP	533	http://syriaca.org/person/533		NG		NO							Prob. 2nd half of 9 C Missing from Syriac trans. - TAC 	check edition - CHKd							AV																								257. Ḥenanishoʿ bar Seroshway	257	Ḥenanishoʿ bar Seroshway	Ḥenanishoʿ	bar Seroshway			JW	Mentioned on p. 225 - TAC										probably 2nd half of 9th cent.																							Ḥannan Yeshuʿ Bar Sarushawayh	Ḥannan Yeshuʿ	Bar Sarushawayh		191	حنانيشوع ابن سروشويه	حنانيشوع	ابن سروشويه		TAC																											Abdisho						ܚܢܢܝܫܘܥ ܒܪ ܣܪܘܫܘܝ	ܚܢܢܝܫܘܥ	ܒܪ ܣܪܘܫܘܝ		ܚܢܵܢܝܼܫܘܿܥ ܒܲܪ ܣܪܘܿܫܘܿܝ	ܚܢܵܢܝܼܫܘܿܥ	ܒܲܪ ܣܪܘܿܫܘܿܝ		81	ܚܢܢܝܫܘܥ ܒܪ ܣܪܘܫܘܝ	ܚܢܢܝܫܘܥ	ܒܪ ܣܪܘܫܘܝ						261	TAC										Need to enter Arabic - TAC 9/17/2012								probably 2nd half of 9th cent.	456	
Ḥenanishoʿ I	SRP	531	http://syriaca.org/person/531		NG		NO															AV																					NG	TAC		255. Ḥenanishoʿ I	255	Ḥenanishoʿ I	Ḥenanishoʿ		I		JW	TAC						699/700		0699	0700			699	700																																																								Abdisho						ܚܢܢܝܫܘܥ ܚܓܝܪܐ	ܚܢܢܝܫܘܥ		ܚܓܝܪܐ	ܚܢܵܢܝܼܫܘܿܥ ܚܓܝܼܪܵܐ	ܚܢܵܢܝܼܫܘܿܥ		ܚܓܝܼܪܵܐ	74	ܚܢܢܝܫܘܥ ܚܓܝܪܐ	ܚܢܢܝܫܘܥ		ܚܓܝܪܐ					154	TAC											Henanisho I	http://www.csc.org.il/db/browse.aspx?db=SB&sL=H&sK=Henanisho I&sT=keywords						699/700	454	
Ḥenanishoʿ II	SRP	532	http://syriaca.org/person/532		NG		NO															AV																								256. Ḥenanishoʿ II	256	Ḥenanishoʿ II	Ḥenanishoʿ		II		JW	TAC						779/80	0080	0779	0780			779	780																																																								Other	ܚܢܢܝܫܘܥ	ܚܢܢܝܫܘܥ				ܚܢܢܝܫܘܥ ܩܬܘܠܝܩܐ	ܚܢܢܝܫܘܥ		ܩܬܘܠܝܩܐ	ܚܢܵܢܝܼܫܘܿܥ ܩܵܬܘܿܠܝܼܩܵܐ	ܚܢܵܢܝܼܫܘܿܥ		ܩܵܬܘܿܠܝܼܩܵܐ	74	ܚܢܢܝܫܘܥ ܩܬܘܠܝܩܐ	ܚܢܢܝܫܘܥ		ܩܬܘܠܝܩܐ					155	TAC											Henanisho II	http://www.csc.org.il/db/browse.aspx?db=SB&sL=H&sK=Henanisho II&sT=keywords						779/80	455	
Hiba	SRP	534	http://syriaca.org/person/534		NG		NO	http://viaf.org/viaf/155522986															http://viaf.org/viaf/15159910	http://viaf.org/viaf/218461559	http://viaf.org/viaf/283466138																					258. Hiba	258	Hiba	Hiba				JW	Mentioned as "Ibas" on p.182 - TAC						457	0457																										Ibas	Ibas			156	هيبا	هيبا			TAC																		ܗܝܒܐ ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܘܪܗܝ	ܗܝܒܐ		ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܘܪܗܝ	ܗܺܝܒܐ ܡܝܛܪܽܘܦܽܘܠܝܛܐ ܕܐܽܘܪܗܳܝ	ܗܺܝܒܐ		ܡܝܛܪܽܘܦܽܘܠܝܛܐ ܕܐܽܘܪܗܳܝ		Abdisho						ܗܝܒܐ	ܗܝܒܐ			ܗܝܼܒܵܐ	ܗܝܼܒܵܐ			71	ܗܝܒܐ	ܗܝܒܐ							85	TAC										Need to enter Arabic - TAC 9/17/2012	Hiba of Edessa	http://www.csc.org.il/db/browse.aspx?db=SB&sL=H&sK=Hiba of Edessa&sT=keywords						457	457	
Hippolytus of Rome	SRP	537	http://syriaca.org/person/537	NG			YES	http://viaf.org/hosted/syriac/31882					31882	Late 2/early 3 C. This is the same as the Hippolytus who is sometimes considered one of the antipopes, right? Should be distinguished from modern French author Hippolyte Romain (https://fr.wikipedia.org/wiki/Hippolyte_Romain)									http://viaf.org/viaf/88873163	http://worldcat.org/identities/lccn-n50-66851	http://viaf.org/viaf/249264606	http://viaf.org/viaf/213925561	http://viaf.org/viaf/209343445	http://viaf.org/viaf/62363863	http://viaf.org/viaf/244144076	http://viaf.org/viaf/240418111	http://viaf.org/viaf/238442512	http://viaf.org/viaf/2538576														261. Hippolytus of Rome	261	Hippolytus of Rome	Hippolytus		of Rome		JW	Mentioned on p.199, #4 - TAC										late 2nd/early 3rd cent.																											170	هيبوليطس الروماني	هيبوليطس		الروماني	TAC																		ܐܝܦܘܠܝܛܘܣ ܕܪܘܡܝ	ܐܝܦܘܠܝܛܘܣ		ܕܪܘܡܝ	ܐܺܝܦܽܘܠܺܝܛܳܘܣ ܕܪܽܘܡܺܝ	ܐܺܝܦܽܘܠܺܝܛܳܘܣ		ܕܪܽܘܡܺܝ		Barsoum						ܡܪܝ ܐܝܦܘܠܝܛܘܣ	ܐܝܦܘܠܝܛܘܣ		ܡܪܝ	ܡܵܪܝ ܐܝܼܦܘܿܠܝܼܛܘܿܣ	ܐܝܼܦܘܿܠܝܼܛܘܿܣ		ܡܵܪܝ	64	ܡܪܝ ܐܝܦܘܠܝܛܘܣ	ܐܝܦܘܠܝܛܘܣ		ܡܪܝ	ܡܳܪܝ ܐܝܺܦܘܽܠܺܝܛܳܘܣ	ܐܝܺܦܘܽܠܺܝܛܳܘܣ		ܡܳܪܝ	15	TAC										Need to enter Arabic - TAC 9/17/2012	Hippolytus	http://www.csc.org.il/db/browse.aspx?db=SB&sL=H&sK=Hippolytus&sT=keywords	170.00.00-235.00.00		0170		0235	late 2nd/early 3rd cent.	458	307
Ḥubeika, Joseph	SRP	541	http://syriaca.org/person/541		NG		NO	http://viaf.org/viaf/252818126																																						265. Ḥubeika, Joseph	265	Ḥubeika, Joseph	Joseph	Ḥubeika			JW	TAC		1878	1878			1944	1944																																																																																																								1944	459	
Ḥunayn b. Isḥāq	SRP	542	http://syriaca.org/person/542	NG			YES	http://viaf.org/hosted/syriac/33415					33415	Should be distinguished from his son, Abū Yaʿqūb, Isḥāq ibn Ḥunayn (c. 830-c. 910) 									http://viaf.org/viaf/19690624	http://worldcat.org/identities/lccn-n80-145641	http://viaf.org/viaf/250688044	http://viaf.org/viaf/49596625	http://viaf.org/viaf/235552183	http://viaf.org/viaf/205723262	http://viaf.org/viaf/89028934	http://viaf.org/viaf/67281934																266. Ḥunayn b. Isḥāq	266	Ḥunayn b. Isḥāq	Ḥunayn	b. Isḥāq			JW	Mentioned on p.26 - TAC		808	0808			873	0873																														33	حنين بن اسحق	حنين	بن اسحق		TAC																		ܚܘܢܝܢ ܒܪ ܐܝܣܚܩ	ܚܘܢܝܢ	ܒܪ ܐܝܣܚܩ		ܚܘܢܰܝܢ ܒܰܪ ܐܝܣܚܳܩ	ܚܘܢܰܝܢ	ܒܰܪ ܐܝܣܚܳܩ			Abdisho						ܚܘܢܝܢ ܒܪ ܐܝܣܚܩ	ܚܘܢܝܢ	ܒܪ ܐܝܣܚܩ		ܚܘܼܢܲܝܢ ܒܲܪ ܐܝܼܣܚܵܩ	ܚܘܼܢܲܝܢ	ܒܲܪ ܐܝܼܣܚܵܩ		74	ܚܘܢܝܢ ܒܪ ܐܝܣܚܩ	ܚܘܢܝܢ	ܒܪ ܐܝܣܚܩ						164	TAC										Need to enter Arabic - TAC 9/17/2012	Hunain ibn Ishaq	http://www.csc.org.il/db/browse.aspx?db=SB&sL=H&sK=Hunain ibn Ishaq&sT=keywords	808.00.00-873.00.00		0808		0873	873	460	306
Ibn al-Ṭayyib	SRP	543	http://syriaca.org/person/543		NG		NO	http://viaf.org/viaf/96981261															http://viaf.org/viaf/89379494																				NG			267. Ibn al-Ṭayyib	267	Ibn al-Ṭayyib		Ibn al-Ṭayyib			JW	Mentioned on p.42 - TAC																																	Abu al-Faraj ʿAbd Allah Ibn al-Ṭayyib	ʿAbd Allah	Abu al-Faraj, Ibn al-Ṭayyib		522	ابو الفرج عبدالله ابن الطيب	عبدالله	ابو الفرج, ابن الطيب		TAC																		ܕܝܪܝܐ ܐܒܘ ܐܠܦܪܓ ܥܒܕ ܐܠܗ ܒܪ ܛܝܒ	ܥܒܕ ܐܠܗ	ܐܒܘ ܐܠܦܪܓ, ܒܪ ܛܝܒ	ܕܝܪܝܐ	ܕܰܝܪܳܝܐ ܐܰܒܘ ܐܠܦܰܪܓ ܥܰܒܕ ܐܠܗ ܒܰܪ ܛܰܝܒ	ܥܰܒܕ ܐܠܗ, ܒܰܪ ܛܰܝܒ	ܐܰܒܘ ܐܠܦܰܪܓ	ܕܰܝܪܳܝܐ		Other	ܐܒܘ ܐܠܦܪܓ ܥܒܕ ܐܠܗ ܒܪ ܛܝܒ	ܥܒܕ ܐܠܗ	ܐܒܘ ܐܠܦܪܓ, ܒܪ ܛܝܒ																															Need to enter Arabic - TAC 9/17/2012	Ibn at-Tayyib	http://www.csc.org.il/db/browse.aspx?db=SB&sL=I&sK=Ibn at-Tayyib&sT=keywords							461	
Ignatius of Antioch	SRP	544	http://syriaca.org/person/544	NG			YES	http://viaf.org/hosted/syriac/33389					33389										http://viaf.org/viaf/105150684	http://worldcat.org/identities/lccn-n50-81749	http://viaf.org/viaf/13099186	http://viaf.org/viaf/209771402	http://viaf.org/viaf/97921951	http://viaf.org/viaf/105150697	http://viaf.org/viaf/212804835	http://viaf.org/viaf/209791719	http://viaf.org/viaf/231818743	http://viaf.org/viaf/84210612	http://viaf.org/viaf/107590442													268. Ignatius of Antioch	268	Ignatius of Antioch	Ignatius		of Antioch		JW	Mentioned as "Ignatius the Illuminator" on p.199, #2 - TAC						ca. 107	0107																										Ignatius the Illuminator	Ignatius		the Illuminator	170	اغناطيوس النوراني	اغناطيوس		النوراني	TAC																		ܐܝܓܢܐܛܝܘܣ ܢܘܪܢܐ	ܐܝܓܢܐܛܝܘܣ		ܢܘܪܢܐ	ܐܺܝܓܢܰܐܛܺܝܘܣ ܢܘܽܪܳܢܐ	ܐܺܝܓܢܰܐܛܺܝܘܣ		ܢܘܽܪܳܢܐ		Abdisho						ܐܓܢܛܝܘܣ	ܐܓܢܛܝܘܣ			ܐܸܓܢܵܛܝܼܘܿܣ	ܐܸܓܢܵܛܝܼܘܿܣ			65	ܐܝܓܢܛܝܘܣ	ܐܝܓܢܛܝܘܣ			ܐܺܝܓܢܰܛܝܺܘܳܣ				16	TAC					Ignatius of Antioch	Ignatius		of Antioch		Need to enter Arabic - TAC 9/17/2012	Ignatius of Antioch	http://www.csc.org.il/db/browse.aspx?db=SB&sL=I&sK=Ignatius of Antioch&sT=keywords	35.00.00-ca 107.00.00		0035		0107	ca. 107	462	305
Ignatius Yaʿqub III	SRP	545	http://syriaca.org/person/545		NG		NO	http://viaf.org/viaf/49015357															http://viaf.org/viaf/284799771	http://viaf.org/viaf/17413647																						269. Ignatius Yaʿqub III	269	Ignatius Yaʿqub III	Ignatius Yaʿqub		III		JW	TAC		1912	1912			1980	1980																																																																																																								1980	463	
